Tweet ID,Tweet Text, Information Source, Information Type,Informativeness
2.96E+17,233 killed in toxic smoke due to nightclub fire in Brazil| http://t.co/Ta5CVw6D via @YahooNews Thoughts go out to those family members.,Media,Affected individuals,Related and informative
2.96E+17,Three held over Brazil club fire: Brazilian police arrest three people in connection with a fire at a nightclub ... http://t.co/e7Bu5CcG,Media,Other Useful Information,Related and informative
2.96E+17,Brazil nightclub fire leaves 233 people dead – Washington Post: http://t.co/XW8qnlju Brazil nightclub fire leaves... http://t.co/9a6Zs13W,Media,Affected individuals,Related and informative
2.96E+17,Three held over Brazil deadly nightclub fire: Club owner and two band members are held in connection with the de... http://t.co/4ulXsTQb,Media,Other Useful Information,Related and informative
2.96E+17,#231 #SantaMaria meus pêsames,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Brazil Nightclub Fire: Lady Gaga Prays for Victims as Police Make Arrests: The Paparazzi hitmaker amongst stars ... http://t.co/GOUjnsvf,Media,Sympathy and support,Related - but not informative
2.96E+17,RT @dianitariego: @Crisjimenez95: La puta madre &lt;/3 Demasiado fuerte #PrayForBrazil http://t.co/i2xLIL7g &lt;/3,Not labeled,Not labeled,Not related
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @EleSuperou: O Brasil está de luto. Força #SantaMaria Que Deus conforte essas famílias,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @EleSuperou: O Brasil está de luto. Força #SantaMaria Que Deus conforte essas famílias,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @EleSuperou: O Brasil está de luto. Força #SantaMaria Que Deus conforte essas famílias,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @guihermeleicam: Hipocrisia mesmo é o dono da Boate Kiss falar que o acidente foi uma fatalidade.  #Vergonha,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @guihermeleicam: Ajudem os acidentados de #SantaMaria doando sangue! → Av. Pres. Vargas, 2291 -Santa Maria - RS, 97015-513. #ForçaSan ...",Outsiders,Donations and volunteering,Related and informative
2.96E+17,Tem que ser forte pra poder assistir as reportagem sobre #SANTAMARIA . //;,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"na tragedia da boate kiss foi encontrado um casal mor... — não é bem assim maus amigos , se tu não tava la pra v... http://t.co/CNH3XJFt",Eyewitness,Sympathy and support,Related - but not informative
2.96E+17,"RT @ODiegoRamos: 245 mortos, 245 futuros destruídos, 245 famílias com o coração partido e 245 sonhos sem se tornarem realidade. #SantaMaria",Outsiders,Affected individuals,Related and informative
2.96E+17,"Brazil, Mexico And Other Deadly Nightclub Fires In Latin America http://t.co/QBnCxOeV",Outsiders,Other Useful Information,Related and informative
2.96E+17,Que Deus conforte cada familia da #tragedia #rs #santamaria #forçasantamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @Fergie: My thoughts &amp; prayers go out 2 the #SantaMaria nightclub fire victims, their families &amp; loved ones. My ❤ is w/ u #Br ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @LucasnaRede_: Noticia triste e lamentável.Chocado com o número de pessoas q foram atingidas nesse acidente em #SantaMaria.Que Deus c ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Pele: My heart goes out to all those who lost their lives in the Brazil nightclub fire and to everyone affected by such a tragedy.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,@ijustine Hi Justine!!! Did you know about the tragedy in the nightclub on my country (BRAZIL)?????,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @brandontjackson: My heart and prayers go out to Santa Maria #brazil #santamaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @Fergie: My thoughts &amp; prayers go out 2 the #SantaMaria nightclub fire victims, their families &amp; loved ones. My ❤ is w/ u #Br ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @BBCBreaking: Update: At least 233 people have died in a fire at Kiss nightclub in #SantaMaria, #Brazil http://t.co/K5p1pYoS",Media,Affected individuals,Related and informative
2.96E+17,Over 200 die in kiss nightclub disaster. Only one exit!!! Planning regs need a serious review in brazil. Shame...,Media,Affected individuals,Related and informative
2.96E+17,Nome e Fotos das Vítimas do Incêndio em Santa Maria (RS) | ConfirAqui: http://t.co/0q1D7jDK #luto #ForçaSantaMaria #SantaMaria #12HOURS,Media,Other Useful Information,Related and informative
2.96E+17,3 arrested in deadly Brazil nightclub fire: Police arrested three people and are hunting a fourth after a fire i... http://t.co/lQ8z0HtP,Media,Other Useful Information,Related and informative
2.96E+17,"#27/01/2013 Boate Kiss Morri em Santa Maria hoje. Quem não morreu? Morri na Rua dos Andradas, 1925. Numa ladeira... http://t.co/n9uh01GO",Not labeled,Not labeled,Not related
2.96E+17,"RT @Fergie: My thoughts &amp; prayers go out 2 the #SantaMaria nightclub fire victims, their families &amp; loved ones. My ❤ is w/ u #Br ...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Só existe um remédio para evitar tragédias como #Santamaria... prevenção.,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"parei pra pensar no pessoal de #SantaMaria , deve ter sido o domingo mais foda da vida das famílias ;s coitados",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Nightclub fire kills at least 245 in southern Brazil (PHOTOS) http://t.co/gQRMSiG8,Media,Affected individuals,Related and informative
2.96E+17,"RT @repfarroupilha: Nem prefeitura de Santa Maria, nem Bombeiros liberam acesso a alvarás da boate Kiss. O que têm a esconder?",Outsiders,Other Useful Information,Related and informative
2.96E+17,"O namorado não conseguiu sair da boate Kiss em Santa Maria e a namorada sim. Mensagem do namorado EU NÃO VOU CONSEGUIR SAIR, TE AMO",Eyewitness,Affected individuals,Related - but not informative
2.96E+17,"RT @TerraNoticiasBR: Boate Kiss está em nome de 2 mulheres, parentes dos donos http://t.co/llUdhQA1 #SantaMaria",Media,Other Useful Information,Related and informative
2.96E+17,"RT @willsmithio: Sinistro, leiam os últimos tweets da jovem que morreu na boate Kiss em Santa Maria/RS https://t.co/JjS7hbvg … …https:// ...",Outsiders,Affected individuals,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Senhor conforte as familias #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Incêndio em boate Kiss: Acidente ou Sacrifício ?  http://t.co/N0ohTwe5.,Media,Other Useful Information,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Four People Arrested Over Brazil Nightclub Fire: Brazilian police have so far arrested four people in connection... http://t.co/qVDrDtkq,Media,Affected individuals,Related and informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"#Chorando# cara, olha só o ultimo tuite da vítima la da boate Kiss. Só mais um futuro que não pode ser concluído!",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @Estadao: #SantaMaria: Garota pediu socorro pelo Facebook: 'Incêndio na KISS socorro', postou às 03h20: http://t.co/9yyQ0sA7",Media,Other Useful Information,Related and informative
2.96E+17,Pq diabos a merda da tv não para de falar da boate kiss?,Outsiders,Not applicable,Related - but not informative
2.96E+17,RT @TabBep: Very upset about #SantaMaria tragedy. Kids went out to have fun at a club &amp; died due to a preventable fire. So sorry for ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Igrejas e voluntários levam assistência às famílias e vítimas do incêndio na boate Kiss em Santa Maria. Saiba co... http://t.co/PMGNWUjp,Media,Donations and volunteering,Related and informative
2.96E+17,RT @ItsJillJensen: Please please every #PrayForSantaMaria #PrayForBrazil y'all are in my thoughts and prayers &lt;3,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,“…chorai com os que choram.” (Romanos 12:15) ... Hj é dia de chorar e orar pelos familiares das vitimas em #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @RevistaEpoca: Google presta homenagem às vítimas do incêndio na boate Kiss http://t.co/3pq446ib,Media,Other Useful Information,Related and informative
2.96E+17,RT @jorgelordello: Vejam recado deixado no Face por cliente que diz ter estado na Boate Kiss e viu Seguranças fecharem a saida! http://t ...,Eyewitness,Other Useful Information,Related and informative
2.96E+17,#xxx #TaylorSwift Lady Gaga Prays For Brazil Nightclub Victims Including 'Little Monster' Fan [PHOTO]:  Lady Gag...  http://t.co/DIp2aiu1,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Defensoria Pública pede bloqueio de bens de donos da boate Kiss: A Defensoria Pública do Rio Grande do Sul ajuiz... http://t.co/vzw5AvjA,Media,Other Useful Information,Related and informative
2.96E+17,"AP News - Neglect, errors to blame in Brazil nightclub fire http://t.co/pttxfUx7",Media,Other Useful Information,Related and informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @Fergie: Envio minhas orações para as vítimas do incêndio no clube em #SantaMaria. O meu coração está com vocês #Brasil. ❤ #PrayForSa ...,Outsiders,Sympathy and support,Related - but not informative
